WKT,name,description
"POLYGON ((106.7791737 -6.316017, 106.7758373 -6.3351471, 106.7717174 -6.3375357, 106.7741207 -6.3423128, 106.773434 -6.3491372, 106.7700008 -6.3522081, 106.7700008 -6.3566439, 106.7617611 -6.3569851, 106.7597011 -6.361762, 106.7478565 -6.3612502, 106.7451099 -6.3701216, 106.7466549 -6.3801017, 106.7461399 -6.386755, 106.7445091 -6.3900816, 106.740979 -6.4062668, 106.7373741 -6.4062668, 106.7346276 -6.4126639, 106.731366 -6.4295517, 106.7346276 -6.4342427, 106.7685307 -6.436972, 106.7875851 -6.4408953, 106.7942799 -6.4417482, 106.7939366 -6.450277, 106.802348 -6.4507034, 106.8049229 -6.4428569, 106.8230332 -6.4444774, 106.8238056 -6.4472066, 106.8219174 -6.4493388, 106.8268956 -6.451471, 106.8354786 -6.4422599, 106.8361653 -6.4330486, 106.844405 -6.4371425, 106.8523014 -6.4361191, 106.8553913 -6.4569293, 106.8859471 -6.4593173, 106.8952168 -6.4333898, 106.9013966 -6.4050727, 106.9195927 -6.3672003, 106.9065464 -6.3610586, 106.9017399 -6.3699299, 106.8893803 -6.3685651, 106.8825138 -6.3678827, 106.8777073 -6.3624234, 106.8711842 -6.361741, 106.8746174 -6.3562816, 106.8715275 -6.3532107, 106.8619145 -6.3562816, 106.856078 -6.3525283, 106.857108 -6.3480925, 106.8519581 -6.3375146, 106.8385685 -6.3429742, 106.8385685 -6.3518459, 106.8165959 -6.3566228, 106.8097294 -6.3644707, 106.7935932 -6.363447, 106.7925633 -6.3484337, 106.8001164 -6.3419505, 106.7990864 -6.3337611, 106.8083561 -6.3146521, 106.7791737 -6.316017))",depok,
