WKT,name,description
"POLYGON ((110.0330924 -7.8925583, 110.8296012 -8.2025848, 110.8309744 -8.1726803, 110.8158682 -8.1482114, 110.791149 -8.1631648, 110.7856558 -8.1482114, 110.791149 -8.1210219, 110.7787894 -8.0761553, 110.7787894 -8.0611986, 110.7554434 -8.0231246, 110.7691764 -7.9836871, 110.7691764 -7.9374452, 110.7664298 -7.9034404, 110.7774161 -7.8857568, 110.7856558 -7.8531082, 110.7829093 -7.8299806, 110.7732962 -7.8109333, 110.75819 -7.8218176, 110.7114981 -7.7918852, 110.7087515 -7.8054911, 110.6785391 -7.8054911, 110.6689261 -7.7878033, 110.6565665 -7.8054911, 110.6455802 -7.7973276, 110.6098746 -7.8000488, 110.5988883 -7.8068516, 110.5769156 -7.8041305, 110.5810355 -7.7864427, 110.5604361 -7.7823608, 110.5494498 -7.7932458, 110.531597 -7.7932458, 110.4903983 -7.76059, 110.4684256 -7.6204133, 110.4615592 -7.604079, 110.4588126 -7.5632407, 110.4450797 -7.5441814, 110.4217337 -7.5591566, 110.3928946 -7.5931892, 110.3022574 -7.6585242, 110.2734183 -7.7075188, 110.262432 -7.6843831, 110.2638053 -7.6571631, 110.2569388 -7.6421913, 110.2404593 -7.6517189, 110.1923941 -7.6476357, 110.1443289 -7.6476357, 110.120983 -7.6694123, 110.1360892 -7.688466, 110.1292227 -7.7007143, 110.1319693 -7.7238491, 110.1127432 -7.7741969, 110.0660514 -7.8095728, 110.0330924 -7.8925583))",jogja,
