WKT,name,description
"POLYGON ((106.8234633 -6.1714721, 106.8230985 -6.1718134, 106.8229269 -6.1797493, 106.8229698 -6.180176, 106.8232917 -6.180496, 106.8323039 -6.1804106, 106.8304156 -6.174672, 106.830244 -6.1735627, 106.8299006 -6.1734561, 106.8293856 -6.1733067, 106.8291282 -6.1729014, 106.829214 -6.1722614, 106.829214 -6.1718347, 106.8290209 -6.1715147, 106.8234633 -6.1714721))",taman monas,
