WKT,name,description
"POLYGON ((106.8830911 -6.2986595, 106.8839065 -6.3015174, 106.8842069 -6.3024132, 106.8859664 -6.3039062, 106.8874684 -6.3049299, 106.889228 -6.3053138, 106.896309 -6.30702, 106.8976823 -6.3077452, 106.9007293 -6.3097926, 106.9021455 -6.3109443, 106.9039479 -6.3112003, 106.9045488 -6.3105178, 106.9042483 -6.3099206, 106.9054071 -6.3076172, 106.9050637 -6.3074039, 106.9053212 -6.3063802, 106.9057504 -6.3065508, 106.9064799 -6.3046313, 106.905922 -6.3043754, 106.905922 -6.2995553, 106.9050208 -6.2995553, 106.9042054 -6.2993846, 106.9031325 -6.2995126, 106.902403 -6.2995126, 106.9015876 -6.2989581, 106.8830911 -6.2986595))",TMII,
