WKT,name,description
"POLYGON ((106.7981132 -6.2146451, 106.7982634 -6.2153064, 106.7983922 -6.2166076, 106.7983707 -6.2176955, 106.7983064 -6.2203619, 106.7984136 -6.2206392, 106.8019327 -6.2220471, 106.8026837 -6.2223671, 106.8030485 -6.2225377, 106.8032416 -6.2227724, 106.804808 -6.2246922, 106.8087562 -6.2220258, 106.8083056 -6.2212792, 106.8083485 -6.2157757, 106.806868 -6.2157543, 106.8062457 -6.2157543, 106.8061599 -6.215605, 106.8061599 -6.2146238, 106.8063315 -6.2143251, 106.8062457 -6.2133865, 106.8061813 -6.2127252, 106.7981132 -6.2146451))",GBK,
